,age_bin,group_weighted_mean,group_combined_std
0,"[-inf, 50.0)",,
1,"[50.0, 55.0)",5.281294019556464,0.17293153460153105
2,"[55.0, 60.0)",0.7714978914640535,0.1708989169784574
3,"[60.0, 65.0)",0.7727954354022039,0.09641251283042263
4,"[65.0, 70.0)",-4.180046442045943,0.3325332360083786
5,"[70.0, 75.0)",-8.819055523921302,0.264376570652263
6,"[75.0, 80.0)",-11.809033826426024,0.25753753419210573
7,"[80.0, inf)",-13.215137764363735,0.4111186274643684
